iter	MAE
226	0.0591199021
227	0.05911432778
228	0.05910645629
229	0.05910282805
230	0.05909797588
231	0.05909502347
232	0.05908438287
233	0.05907955072
234	0.05906779797
235	0.05906242019
236	0.0590592355
237	0.0590548007
238	0.05905152344
239	0.05904719783
240	0.05904237354
241	0.05903966794
242	0.05903144447
243	0.05902606248
244	0.05902070454
245	0.05901613184
246	0.05901222433
247	0.05900403749
248	0.05900184822
249	0.05899680277
250	0.05899054976
251	0.05898687216
252	0.05898469853
253	0.05897816216
254	0.058973956
255	0.05897086154
256	0.05896830605
257	0.0589593628
258	0.05895711896
259	0.05895139576
260	0.05894697621
261	0.05894046303
262	0.05893273679
263	0.05892931784
264	0.05892590099
265	0.05891994674
266	0.0589153353
267	0.05891028014
268	0.05890778675
269	0.0589065112
270	0.05890226935
271	0.05889774828
272	0.05889303855
273	0.05888782373
274	0.05888335283
275	0.05887701489
276	0.058874769
277	0.05887145843
278	0.05886840527
279	0.05886402769
280	0.05886197171
281	0.0588593671
282	0.05885470088
283	0.0588504349
284	0.05884638545
285	0.05884370158
286	0.05883865874
287	0.05883603708
288	0.05883216482
289	0.05882800771
290	0.05882188836
291	0.0588172498
292	0.05881543492
293	0.05881219534
294	0.0588043813
295	0.05879879259
296	0.05879368975
297	0.05879154877
298	0.05878768194
299	0.05878221509
300	0.05877913891
301	0.05876785752
302	0.05876407816
303	0.05876019207
304	0.05875452355
305	0.05874802164
306	0.05874350982
307	0.05874096472
308	0.05872850568
309	0.05872468441
310	0.05871690667
311	0.05870583558
312	0.0587028778
313	0.05869737108
314	0.05869312536
315	0.05868924011
316	0.05868385058
317	0.05868185608
318	0.0586775304
319	0.05867364203
320	0.05866962135
321	0.05866777761
322	0.05866170148
323	0.05865650835
324	0.05865131623
325	0.05864948444
326	0.05864317388
327	0.05864054485
328	0.05863508936
329	0.05862957411
330	0.05862655954
331	0.05862400413
332	0.05862062849
333	0.05861777434
334	0.05861129046
335	0.05860856407
336	0.05860665205
337	0.0586048252
338	0.05860145405
339	0.05859845112
340	0.058591666
341	0.05858961658
342	0.05858652786
343	0.05858026791
344	0.05857644743
345	0.05857386756
346	0.05857193811
347	0.05857005578
348	0.0585683762
349	0.05856067694
350	0.05855869328
351	0.05855058834
352	0.0585468295
353	0.05854352252
354	0.05854002249
355	0.05853706334
356	0.0585352634
357	0.05853015804
358	0.05852461342
359	0.05852249686
360	0.05851573952
361	0.05851311285
362	0.05850791499
363	0.05850551252
364	0.05850296335
365	0.05849911089
366	0.05849226418
367	0.0584877236
368	0.05848425098
369	0.0584806806
370	0.05847571962
371	0.05847377631
372	0.05847114798
373	0.05846615894
374	0.0584649904
375	0.05846219534
376	0.0584509719
377	0.05844621293
378	0.05844402407
379	0.05843865279
380	0.05843380342
381	0.0584301046
382	0.05842457718
383	0.0584218762
384	0.058418649
385	0.05841508793
386	0.05840929708
387	0.05840720064
388	0.05840371963
389	0.05840041749
390	0.05839647063
391	0.05839284169
392	0.05838771977
393	0.05838573736
394	0.05838379969
395	0.05838101098
396	0.05837886851
397	0.05837603522
398	0.05837381535
399	0.05836881408
400	0.05836154482
401	0.05835612839
402	0.0583530211
403	0.05834468844
404	0.05834085562
405	0.05833804346
406	0.05833492128
407	0.058330612
408	0.05832602477
409	0.05832209902
410	0.05832076531
411	0.05831837005
412	0.05831612554
413	0.0583098418
414	0.05830088815
415	0.05829850121
416	0.05829634484
417	0.05829398426
418	0.05829251091
419	0.05828654708
420	0.0582833568
421	0.05827975705
422	0.05827675415
423	0.05827501793
424	0.05827153764
425	0.05826905686
426	0.05826689957
427	0.05825972858
428	0.05825782714
429	0.05825503009
430	0.05825116165
431	0.05824325645
432	0.05824195705
433	0.05823763811
434	0.0582331985
435	0.05822865179
436	0.05822385511
437	0.05822106344
438	0.05821730628
439	0.05821050142
440	0.05820697777
441	0.05820323876
442	0.05820162575
443	0.05819820535
444	0.05819521699
445	0.0581941853
446	0.05819163652
447	0.05818987156
448	0.05818566373
449	0.0581824683
450	0.05817893896
451	0.05817231309
452	0.05816685096
453	0.05816198367
454	0.05815896569
455	0.05815595586
456	0.05815290952
457	0.05814924786
458	0.0581454528
459	0.05814117031
460	0.05813926635
461	0.05813201593
462	0.05812726271
463	0.0581237685
464	0.05812238476
465	0.05811969527
466	0.0581178766
467	0.05811590363
468	0.05811360109
469	0.05810843912
470	0.05810535714
471	0.05810208592
472	0.05809699666
473	0.05809479261
474	0.05809259874
475	0.05809067999
476	0.05808831186
477	0.05808128901
478	0.05807815996
479	0.05807080665
480	0.05806872911
481	0.05806426825
482	0.058061331
483	0.05805572195
484	0.05805116903
485	0.05804688778
486	0.05804291575
487	0.05804168748
488	0.05803909157
489	0.05803601746
490	0.05803091055
491	0.05802908399
492	0.05802332374
493	0.05801984934
494	0.05801814668
495	0.05801639929
496	0.05801412493
497	0.05801277173
498	0.05800970178
499	0.05800571607
500	0.05800308911
501	0.05800087566
502	0.05799895783
503	0.05799638692
504	0.05799389426
505	0.05799228169
506	0.05798902602
507	0.05798239671
508	0.057977414
509	0.05797339627
510	0.05797196816
511	0.05796856313
512	0.05796425952
513	0.05796057807
514	0.05795780987
515	0.05795491978
516	0.05795319878
517	0.05794953909
518	0.05794583796
519	0.05794330666
520	0.05794202642
521	0.05793765433
522	0.05793661058
523	0.05793346945
524	0.057930891
525	0.05792701817
526	0.05792421326
527	0.05792102638
528	0.05791808232
529	0.05791361604
530	0.05791096682
531	0.05790964393
532	0.05790785176
533	0.05790554328
534	0.0579040133
535	0.0578997503
536	0.05789737842
537	0.05789598708
538	0.05789398527
539	0.05789000995
540	0.05788480145
541	0.05788292824
542	0.05787907312
543	0.05787730389
544	0.05787512361
545	0.05787326673
546	0.05786987072
547	0.05786765625
548	0.05786549871
549	0.05785824528
550	0.05785419969
551	0.05785262081
552	0.0578517361
553	0.05784528958
554	0.05784215642
555	0.05783869929
556	0.05783760408
557	0.0578367816
558	0.0578357437
559	0.05783476392
560	0.05783009235
561	0.05782851755
562	0.05782572428
563	0.05782106817
564	0.05781969987
565	0.05781751086
566	0.05781369214
567	0.05781178214
568	0.05780999491
569	0.05780901432
570	0.05780700346
571	0.05780257977
572	0.05780046457
573	0.05779845621
574	0.05779400687
575	0.05779256356
576	0.0577914073
577	0.05779044318
578	0.05778787284
579	0.05778579781
580	0.05778428961
581	0.05778199842
582	0.05777947291
583	0.05777719778
584	0.05777576383
585	0.057773543
586	0.05777139629
587	0.05776586947
588	0.0577629423
589	0.05776135485
590	0.05775895251
591	0.05775612987
592	0.05775386723
593	0.05774996508
594	0.05774840881
595	0.05774540044
596	0.05774352779
597	0.05774128282
598	0.05773807798
599	0.05773500552
600	0.05773405731
601	0.05773343521
602	0.05772656604
603	0.05772301833
604	0.0577209511
605	0.05771991302
606	0.05771899155
607	0.05771734171
608	0.05771595186
609	0.05771488741
610	0.05771300865
611	0.05771018147
612	0.05770822856
613	0.05770514265
614	0.05770427633
615	0.05770281579
616	0.05770177382
617	0.05769883871
618	0.05769521645
619	0.05769407729
620	0.05769155444
621	0.05768876137
622	0.05768466783
623	0.05768352452
624	0.05768236882
625	0.05768107627
626	0.05767806105
627	0.05767708742
628	0.05767553651
629	0.05767142651
630	0.05767051488
631	0.05766604787
632	0.05766483146
633	0.05766270304
634	0.05765968885
635	0.05765854698
636	0.0576533965
637	0.0576484516
638	0.05764783286
639	0.05764407327
640	0.05764157428
641	0.05763642139
642	0.0576345386
643	0.0576333675
644	0.05763152252
645	0.05762980468
646	0.05762842785
647	0.05762776227
648	0.05762403724
649	0.05762313301
650	0.05761935495
651	0.05761855937
652	0.05761617236
653	0.05761068634
654	0.05760916736
655	0.05760679686
656	0.05760391396
657	0.05760171836
658	0.05759909965
659	0.05759667338
660	0.05759526963
661	0.05759372781
662	0.0575897526
663	0.05758736364
664	0.0575830408
665	0.0575817144
666	0.0575790947
667	0.05757733652
668	0.05757410399
669	0.05757283455
670	0.05757102546
671	0.05756963685
672	0.05756700841
673	0.05756348129
674	0.05756248951
675	0.05755949121
676	0.05755634095
677	0.05755519948
678	0.05755367513
679	0.05755028754
680	0.05754917428
681	0.05754747527
682	0.05754535612
683	0.05754273558
684	0.05754123581
685	0.05753972079
686	0.05753807334
687	0.05753548968
688	0.05753433459
689	0.05753195905
690	0.05752892503
691	0.05752736923
692	0.05752593243
693	0.05752098109
694	0.05751958105
695	0.05751637051
696	0.0575152944
697	0.05751391066
698	0.05750948644
699	0.05750621475
700	0.05750560136
701	0.05750307071
702	0.05750117404
703	0.0575003698
704	0.05749623785
705	0.05749506529
706	0.05749245349
707	0.05748930975
708	0.05748788967
709	0.05748584033
710	0.05748273209
711	0.05748159268
712	0.05747723587
713	0.05747551187
714	0.05747197619
715	0.05746957011
716	0.05746659156
717	0.05746541275
718	0.05746343116
719	0.05745963595
720	0.05745601665
721	0.05745504434
722	0.05745185524
723	0.05745036838
724	0.05744647886
725	0.05744564572
726	0.05744404739
727	0.05744138406
728	0.05744035729
729	0.05743862409
730	0.05743392706
731	0.05743259226
732	0.05743088512
733	0.05742723291
734	0.05742589801
735	0.05742337669
736	0.05742161423
737	0.05742081333
738	0.05741676762
739	0.05741386131
740	0.05741183477
741	0.05741073284
742	0.05740806852
743	0.05740629659
744	0.05739950137
745	0.05739505442
746	0.05739164235
747	0.05738888311
748	0.05738720548
749	0.05738609499
750	0.05738475424
751	0.05738099048
752	0.05737994364
753	0.05737754702
754	0.05737503746
755	0.05737235534
756	0.05737024374
757	0.05736839583
758	0.05736691563
759	0.05736549313
760	0.05736450704
761	0.057363564
762	0.05736187969
763	0.05736033322
764	0.05735874931
765	0.05735761882
766	0.05735655568
767	0.05735408965
768	0.05735265947
769	0.05735078607
770	0.05734570448
771	0.0573443782
772	0.05734022898
773	0.05733566892
774	0.05733216004
775	0.05733062471
776	0.05732931754
777	0.05732749858
778	0.05732366299
779	0.05732174075
780	0.05732084703
781	0.05731905199
782	0.0573152071
783	0.05731355855
784	0.05731248221
785	0.05730605378
786	0.05730427139
787	0.05730298752
788	0.05729980787
789	0.05729798862
790	0.05729695037
791	0.05729496439
792	0.05728946967
793	0.05728644788
794	0.05728576495
795	0.05728347198
796	0.0572816565
797	0.05728083255
798	0.05727894245
799	0.05727806355
800	0.05727610923
801	0.05727528001
802	0.05727063089
803	0.05726691225
804	0.05726561598
805	0.05726289276
806	0.05726014843
807	0.0572560386
808	0.05725367726
809	0.05725181523
810	0.05725016695
811	0.05724550321
812	0.05724480766
813	0.05724154169
814	0.05724058612
815	0.0572394251
816	0.05723738968
817	0.0572352722
818	0.05723290582
819	0.05723210575
820	0.05723117626
821	0.05722964411
822	0.05722875289
823	0.05722702888
824	0.05722261769
825	0.05722088881
826	0.05721979
827	0.05721824301
828	0.0572163893
829	0.05721346523
830	0.05721270051
831	0.0572121308
832	0.05721027133
833	0.05720883151
834	0.05720695901
835	0.05720536393
836	0.05720433516
837	0.05720222432
838	0.05719852982
839	0.05719632813
840	0.05719546839
841	0.05719244788
842	0.05719164483
843	0.05719013134
844	0.0571857274
845	0.05718222083
846	0.0571788072
847	0.0571773671
848	0.05717610741
849	0.05717535641
850	0.05717330153
851	0.05717228514
852	0.05716948066
853	0.05716711211
854	0.05716512965
855	0.05716350942
856	0.0571615817
857	0.05716085009
858	0.05715930007
859	0.0571567471
860	0.05715402993
861	0.05715236315
862	0.05714967169
863	0.05714770607
864	0.05714631672
865	0.0571449522
866	0.05714393835
867	0.05714270428
868	0.05714066482
869	0.05713780562
870	0.05713690859
871	0.05713618333
872	0.0571321201
873	0.0571303824
874	0.05712803649
875	0.05712406192
876	0.05712283136
877	0.05712197156
878	0.05712081817
879	0.05711856161
880	0.05711794735
881	0.05711421186
882	0.05711318644
883	0.05711218512
884	0.05711102509
885	0.05710724141
886	0.05710661828
887	0.05710322003
888	0.05710016202
889	0.0570979769
890	0.05709689691
891	0.05709307582
892	0.05709166458
893	0.05708858022
894	0.05708620943
895	0.05708454886
896	0.05708246961
897	0.05707665621
898	0.05707582812
899	0.05707326575
900	0.05707159996
901	0.0570699894
902	0.05706662059
903	0.05706552948
904	0.05706400194
905	0.05706228257
906	0.05706105661
907	0.05705773416
908	0.05705446707
909	0.05705236085
910	0.0570507296
911	0.05704809257
912	0.05704639634
913	0.05704359044
914	0.05704106311
915	0.05703917249
916	0.05703849879
917	0.05703740362
918	0.0570360272
919	0.05703327499
920	0.05703191647
921	0.05703060147
922	0.05702865156
923	0.05702743323
924	0.05702519502
925	0.05702377245
926	0.05702163234
927	0.05701859514
928	0.05701721851
929	0.05701557292
930	0.05701489383
931	0.05701410803
932	0.05701335032
933	0.05701196225
934	0.05701114848
935	0.05701032232
936	0.05700878092
937	0.0570081197
938	0.05700547728
939	0.05700388475
940	0.05700258294
941	0.05700142769
942	0.05699996677
943	0.05699863041
944	0.0569981039
945	0.05699587478
946	0.05699310348
947	0.05699136524
948	0.05699044518
949	0.05698870599
950	0.0569871552
951	0.05698564364
952	0.05698439287
953	0.05698383923
954	0.05698270155
955	0.0569810145
956	0.05698020508
957	0.05697860497
958	0.05697786074
959	0.05697624556
960	0.05697452102
961	0.05697367032
962	0.05697244812
963	0.05696855771
964	0.05696700276
965	0.05696384093
966	0.05696141472
967	0.05695976587
968	0.05695872903
969	0.05695770343
970	0.05695505563
971	0.05695369878
972	0.05695169776
973	0.05695013359
974	0.05694918549
975	0.05694663926
976	0.0569458099
977	0.05694339176
978	0.05694054661
979	0.05693977717
980	0.05693744528
981	0.05693592625
982	0.05693521282
983	0.05693338421
984	0.05693153651
985	0.05692988775
986	0.05692888154
987	0.05692741225
988	0.05692634608
989	0.05692358605
990	0.0569214768
991	0.05691917807
992	0.05691799392
993	0.05691633054
994	0.05691265128
995	0.05691215186
996	0.05691116364
997	0.05690904184
998	0.05690782842
999	0.05690556505
